0 21.99 13.421 9.4254 18.721 18.728 30.81 28.217
21.99 0 5.9453 12.229 5.8263 10.103 8.1971 7.7003
13.421 5.9453 0 2.0218 2.5638 2.3767 9.3883 9.8071
9.4254 12.229 2.0218 0 7.9657 5.8243 10.936 16.836
18.721 5.8263 2.5638 7.9657 0 3.1067 4.7308 6.2732
18.728 10.103 2.3767 5.8243 3.1067 0 3.2348 9.661
30.81 8.1971 9.3883 10.936 4.7308 3.2348 0 6.1636
28.217 7.7003 9.8071 16.836 6.2732 9.661 6.1636 0
