0 32.151 14.308 47.756 56.052 39.448
32.151 0 25.439 33.505 48.284 12.121
14.308 25.439 0 61.937 62.856 36.137
47.756 33.505 61.937 0 28.631 42.427
56.052 48.284 62.856 28.631 0 29.491
39.448 12.121 36.137 42.427 29.491 0
